,Country,Year,Total_Energy_Consumption_EJ,Energy Consumption EJ,Fuel type,Region,Income group,"GDP (nominal, 2023)",GDP (abbrev.),GDP growth,Population -2023,GDP per capita,Share of World GDP
8270,Germany,2016,13.8292249,0.249229491,Natural gas,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8271,Germany,2016,13.8292249,0.586885512,Geo Biomass & other,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8272,Germany,2016,13.8292249,0.198008686,Hydropower,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8273,Germany,2016,13.8292249,0.782694221,Nuclear Energy,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8274,Germany,2016,13.8292249,4.758762836,Oil,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8275,Germany,2016,13.8292249,0.361939758,Solar,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8276,Germany,2016,13.8292249,0.770254374,Wind,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8277,Germany,2017,13.99728044,3.009346962,Coal,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8278,Germany,2017,13.99728044,0.229541808,Natural gas,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8279,Germany,2017,13.99728044,0.586638629,Geo Biomass & other,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8280,Germany,2017,13.99728044,0.193049997,Hydropower,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8281,Germany,2017,13.99728044,0.701692104,Nuclear Energy,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8282,Germany,2017,13.99728044,4.851022243,Oil,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8283,Germany,2017,13.99728044,0.371355385,Solar,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8284,Germany,2017,13.99728044,1.012607098,Wind,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8285,Germany,2018,13.63565748,2.904083967,Coal,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8286,Germany,2018,13.63565748,0.199503869,Natural gas,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8287,Germany,2018,13.63565748,0.585343301,Geo Biomass & other,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8288,Germany,2018,13.63565748,0.168519065,Hydropower,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8289,Germany,2018,13.63565748,0.694667518,Nuclear Energy,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8290,Germany,2018,13.63565748,4.605260849,Oil,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8291,Germany,2018,13.63565748,0.422131062,Solar,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8292,Germany,2018,13.63565748,1.04724133,Wind,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8293,Germany,2019,13.30142329,2.247184038,Coal,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8294,Germany,2019,13.30142329,0.191907331,Natural gas,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8295,Germany,2019,13.30142329,0.577845752,Geo Biomass & other,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8296,Germany,2019,13.30142329,0.187237337,Hydropower,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8297,Germany,2019,13.30142329,0.683605134,Nuclear Energy,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8298,Germany,2019,13.30142329,4.651789665,Oil,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8299,Germany,2019,13.30142329,0.429124713,Solar,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8300,Germany,2019,13.30142329,1.194671154,Wind,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8301,Germany,2020,12.39797579,1.853519678,Coal,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8302,Germany,2020,12.39797579,0.163167134,Natural gas,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8303,Germany,2020,12.39797579,0.587383747,Geo Biomass & other,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8304,Germany,2020,12.39797579,0.173227936,Hydropower,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8305,Germany,2020,12.39797579,0.584118009,Nuclear Energy,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8306,Germany,2020,12.39797579,4.205536842,Oil,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8307,Germany,2020,12.39797579,0.467966914,Solar,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8308,Germany,2020,12.39797579,1.248977065,Wind,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8309,Germany,2021,12.760492,2.238964319,Coal,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8310,Germany,2021,12.760492,0.163325399,Natural gas,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8311,Germany,2021,12.760492,0.577497602,Geo Biomass & other,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8312,Germany,2021,12.760492,0.185173586,Hydropower,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8313,Germany,2021,12.760492,0.624899805,Nuclear Energy,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8314,Germany,2021,12.760492,4.161026478,Oil,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8315,Germany,2021,12.760492,0.464784622,Solar,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8316,Germany,2021,12.760492,1.079978943,Wind,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8317,Germany,2022,12.28680094,2.310337067,Coal,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8318,Germany,2022,12.28680094,0.1532619,Natural gas,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8319,Germany,2022,12.28680094,0.595949292,Geo Biomass & other,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8320,Germany,2022,12.28680094,0.165414929,Hydropower,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8321,Germany,2022,12.28680094,0.312607765,Nuclear Energy,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8322,Germany,2022,12.28680094,4.247615814,Oil,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8323,Germany,2022,12.28680094,0.565994382,Solar,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8324,Germany,2022,12.28680094,1.171483636,Wind,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8325,Germany,2023,11.41037916,1.825999975,Coal,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8326,Germany,2023,11.41037916,0.137020275,Natural gas,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8327,Germany,2023,11.41037916,0.568228602,Geo Biomass & other,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8328,Germany,2023,11.41037916,0.183655739,Hydropower,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8329,Germany,2023,11.41037916,0.064754516,Nuclear Energy,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8330,Germany,2023,11.41037916,4.012256622,Oil,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8331,Germany,2023,11.41037916,0.572466493,Solar,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8332,Germany,2023,11.41037916,1.328887939,Wind,Europe & Central Asia,High income,4525700000000,$4.526 trillion,-0.0027,84548231,53528,0.0426
8333,Greece,1965,0.284926267,0.088215873,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8334,Greece,1965,0.284926267,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8335,Greece,1965,0.284926267,0.008526774,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8336,Greece,1965,0.284926267,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8337,Greece,1965,0.284926267,0.188183621,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8338,Greece,1965,0.284926267,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8339,Greece,1965,0.284926267,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8340,Greece,1966,0.311940238,0.088048406,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8341,Greece,1966,0.311940238,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8342,Greece,1966,0.311940238,0.018416129,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8343,Greece,1966,0.311940238,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8344,Greece,1966,0.311940238,0.205475703,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8345,Greece,1966,0.311940238,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8346,Greece,1966,0.311940238,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8347,Greece,1967,0.34343184,0.08415468,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8348,Greece,1967,0.34343184,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8349,Greece,1967,0.34343184,0.017670969,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8350,Greece,1967,0.34343184,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8351,Greece,1967,0.34343184,0.241606191,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8352,Greece,1967,0.34343184,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8353,Greece,1967,0.34343184,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8354,Greece,1968,0.356897932,0.095040359,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8355,Greece,1968,0.356897932,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8356,Greece,1968,0.356897932,0.014562581,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8357,Greece,1968,0.356897932,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8358,Greece,1968,0.356897932,0.247294992,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8359,Greece,1968,0.356897932,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8360,Greece,1968,0.356897932,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8361,Greece,1969,0.376998723,0.091983996,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8362,Greece,1969,0.376998723,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8363,Greece,1969,0.376998723,0.021875806,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8364,Greece,1969,0.376998723,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8365,Greece,1969,0.376998723,0.26313892,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8366,Greece,1969,0.376998723,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8367,Greece,1969,0.376998723,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8368,Greece,1970,0.418905631,0.105842307,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8369,Greece,1970,0.418905631,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8370,Greece,1970,0.418905631,0.028060645,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8371,Greece,1970,0.418905631,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8372,Greece,1970,0.418905631,0.285002679,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8373,Greece,1970,0.418905631,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8374,Greece,1970,0.418905631,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8375,Greece,1971,0.499077739,0.156000167,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8376,Greece,1971,0.499077739,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8377,Greece,1971,0.499077739,0.028230967,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8378,Greece,1971,0.499077739,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8379,Greece,1971,0.499077739,0.314846605,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8380,Greece,1971,0.499077739,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8381,Greece,1971,0.499077739,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8382,Greece,1972,0.559859317,0.166634634,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8383,Greece,1972,0.559859317,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8384,Greece,1972,0.559859317,0.028497096,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8385,Greece,1972,0.559859317,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8386,Greece,1972,0.559859317,0.364727587,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8387,Greece,1972,0.559859317,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8388,Greece,1972,0.559859317,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8389,Greece,1973,0.644161047,0.19598411,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8390,Greece,1973,0.644161047,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8391,Greece,1973,0.644161047,0.023664193,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8392,Greece,1973,0.644161047,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8393,Greece,1973,0.644161047,0.424512744,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8394,Greece,1973,0.644161047,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8395,Greece,1973,0.644161047,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8396,Greece,1974,0.629776819,0.206409246,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8397,Greece,1974,0.629776819,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8398,Greece,1974,0.629776819,0.024984194,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8399,Greece,1974,0.629776819,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8400,Greece,1974,0.629776819,0.398383379,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8401,Greece,1974,0.629776819,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8402,Greece,1974,0.629776819,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8403,Greece,1975,0.713842826,0.270299822,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8404,Greece,1975,0.713842826,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8405,Greece,1975,0.713842826,0.02145,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8406,Greece,1975,0.713842826,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8407,Greece,1975,0.713842826,0.422093004,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8408,Greece,1975,0.713842826,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8409,Greece,1975,0.713842826,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8410,Greece,1976,0.788665874,0.31941098,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8411,Greece,1976,0.788665874,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8412,Greece,1976,0.788665874,0.020002259,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8413,Greece,1976,0.788665874,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8414,Greece,1976,0.788665874,0.449252635,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8415,Greece,1976,0.788665874,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8416,Greece,1976,0.788665874,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8417,Greece,1977,0.817884466,0.339716941,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8418,Greece,1977,0.817884466,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8419,Greece,1977,0.817884466,0.02046,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8420,Greece,1977,0.817884466,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8421,Greece,1977,0.817884466,0.457707524,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8422,Greece,1977,0.817884466,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8423,Greece,1977,0.817884466,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8424,Greece,1978,0.832257442,0.302077621,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8425,Greece,1978,0.832257442,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8426,Greece,1978,0.832257442,0.031807743,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8427,Greece,1978,0.832257442,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8428,Greece,1978,0.832257442,0.498372078,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8429,Greece,1978,0.832257442,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8430,Greece,1978,0.832257442,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8431,Greece,1979,0.730931472,0.165839151,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8432,Greece,1979,0.730931472,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8433,Greece,1979,0.730931472,0.037960645,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8434,Greece,1979,0.730931472,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8435,Greece,1979,0.730931472,0.527131677,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8436,Greece,1979,0.730931472,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8437,Greece,1979,0.730931472,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8438,Greece,1980,0.723987948,0.165839151,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8439,Greece,1980,0.723987948,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8440,Greece,1980,0.723987948,0.036246773,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8441,Greece,1980,0.723987948,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8442,Greece,1980,0.723987948,0.521902025,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8443,Greece,1980,0.723987948,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8444,Greece,1980,0.723987948,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8445,Greece,1981,0.70746363,0.164164424,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8446,Greece,1981,0.70746363,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8447,Greece,1981,0.70746363,0.036268063,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8448,Greece,1981,0.70746363,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8449,Greece,1981,0.70746363,0.507031143,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8450,Greece,1981,0.70746363,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8451,Greece,1981,0.70746363,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8452,Greece,1982,0.717059397,0.166676506,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8453,Greece,1982,0.717059397,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8454,Greece,1982,0.717059397,0.037907418,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8455,Greece,1982,0.717059397,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8456,Greece,1982,0.717059397,0.509438872,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8457,Greece,1982,0.717059397,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8458,Greece,1982,0.717059397,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8459,Greece,1983,0.72107561,0.204399571,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8460,Greece,1983,0.72107561,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8461,Greece,1983,0.72107561,0.024909677,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8462,Greece,1983,0.72107561,0.0,Nuclear Energy,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8463,Greece,1983,0.72107561,0.488871962,Oil,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8464,Greece,1983,0.72107561,0.0,Solar,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8465,Greece,1983,0.72107561,0.0,Wind,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8466,Greece,1984,0.752895475,0.218257889,Coal,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8467,Greece,1984,0.752895475,0.0,Geo Biomass & other,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
8468,Greece,1984,0.752895475,0.030466452,Hydropower,Europe & Central Asia,High income,243498000000,$243 billion,0.0233,10242908,23772,0.0023
